Title,Genres,Release Date,Country,Movie Rating,Review Rating,Movie Run Time,Cast,Language,Budget
Da Possessed (2014), Comedy| Horror,19/04/2014,Philippines,RATED,5.9,120,Vhong Navarro|Solenn Heussaff|John Lapus|Empoy Marquez|Aaliyah Belmoro|Joey Marquez|Joy Viado|Beverly Salviejo|Smokey Manaloto|Matet De Leon|Lenlen Frial|Raphael Leuterio|Lito Pimentel|Dominic Ochoa|Niño Muhlach,Filipino,1581
Sacrament (2014), Drama| Horror| Thriller,07/07/2014,USA,RATED,3.5,105,Avery Pfeiffer|Troy Ford|Brittany Badali|Amanda Rebholz|Cassandra Hierholzer|Henry Pao|Wesley Kimenyi|Cody Daniel|Joshua Cole Simmons|Richard Houghton|Cory W. Ahre|D'Jay Campbell|Marilyn Burns|Ed Guinn|Savannah Solsbery,English,927
Angels Fallen (2017), Horror,09/07/1905,USA,RATED,6.4,90,Michael Madsen|Nicola Posener|Houston Rhines|Lee Kholafai|William Legue|Caroline Amiguet|Michael Teh|Vinny DeGennaro|Tommy Nash|Li Jing|Nasia Jansen|Hailey Hermida|Cyrus Zoghi|Lucas Bablin|Ivica Dimitrijevic,English,1730
Bilocation (2013), Drama| Horror| Mystery,18/01/2014,Japan,RATED,6.3,90,Asami Mizukawa|Yôsuke Asari|Chûkichi Kubo|Maiko|Wakana Sakai|Kento Senga|Shô Takada|Ken'ichi Takitô|Kosuke Toyohara|Hiroko Uchida,Japanese,1548
Visitantes (2014), Horror,18/12/2014,Mexico,RATED,4.9,100,Kate del Castillo|Raúl Méndez|Osvaldo de León|Aurora Papile|Angelina Peláez|Sophie Alexander-Katz|Cuauhtli Jiménez|André Collin,Spanish,1865
Dracula 2012 (2013), Horror,08/02/2013,India,RATED,2.5,137,Thilakan|Shradha Das|Monal Gajjar|Nassar|Prabhu|Sudheer Sukumaran,Other,276
The House Across the Street (2013), Horror| Thriller,10/04/2015,USA,NOT RATED,3.5,93,Ethan Embry|Eric Roberts|Courtney Gains|Alex Rocco|Kati Salowsky|Jessica Sonneborn|Josh Hammond|Nick Apostolides|Dakota Shepard|Michele Mortensen|Mathew Fisher|Lauren Laperriere|Lee Simonds|Greg Shea|Sara Murphy,English,347
Grimmerson Manor (2017), Horror| Thriller,31/10/2017,USA,RATED,4.6,90,Taylor Dooley|Sasha Jackson|Vanessa Ross|Devanny Pinn|Caitlin Hale|Bill Oberst Jr.,English,1303
Murder in Miami (2014), Horror| Mystery| Thriller,18/02/2014,USA,NOT RATED,5.4,87,Joseph Myers|Caroline Gutierrez|Oscar A. Diaz|Andy Sottilare|Alexandra Adomaitis|Jocelyn Binder|Amber Coyle|David Cozzo|Daniel Dasent|Nicole Marcos|Manuel Salcedo|Christopher di Pietro|Bambi la Fleur|Roland Alvarez|Rita Barcelo,English,108
Mumbai 125 KM 3D (2014), Adventure| Horror| Mystery| Thriller,17/10/2014,India,RATED,2.9,100,Karanvir Bohra|Vedita Pratap Singh|Veena Malik|Joe Debroy|Aparna Bajpai|Vije Bhatia,Hindi,644
The Nanabijou Tapes (2014), Horror| Mystery| Thriller,15/08/2014,USA,RATED,7.9,80,Jeremy Siegfried|Steve Jankovic|Ryan Graham|Chris Borgo|Patrick Chondon|Annie McGuire|Steve Cava|Stephanie Elchuk|Allison Jarvis|Nancy Toffanin,English,1608
Bad Building (2015), Horror,06/08/2015,USA,NOT RATED,3,75,Simone Alexander|Jimmy Breau|Kindall Charters|Bram Costello|Paige Farbacher|Havana Guppy|Taylor Hastings|Glenn Hoffmann|Nora Jamal|Justin Jones|Kayla Lynn Lewis|Anthony MacLean|Will E. McDonald|Yuki Morita|Heidy Rincon,English,27
The Flaying (2012), Fantasy| Horror| Thriller,17/07/2012,Argentina,RATED,4.9,80,Olivia Tykocki|Juan Sebastian Alvarez Windey|Celeste Subatin|Emilio Martin,Spanish,1414
Bunni (2013), Horror,14/09/2013,USA,RATED,4.2,60,Sara Ammons|Daniel Benedict|Johnny Bilson|Eli Blue|Kent Blue|Steve Boling|Jaylynn Brice|Jovie Brice|Karen Carothers|Steve Champion|Laura Dawson|Chris Embry|Jo Lynn Embry|Cat Geary|Bronson Gregory,English,102
Seventy-Nine (2013), Action| Horror| Mystery| Sci-Fi| Thriller,08/06/2017,USA,RATED,3.8,82,Adrian Voo|Bo Linton|Athena Baumeister|Velta Moore|Jonathan Rosenthal|Christine Springett|Kathinka van Putten|Patrick Edward Wynne|Caroline Attwood|Omar Hansen|Michael Whitton|David Neff|Russell Barry|Marilyn Redfearn|Will Leon,English,570
Hush Up Sweet Charlotte (2015), Comedy| Horror,16/10/2015,USA,RATED,6.6,95,Mink Stole|Jesse Pepe|David Millbern|Jason Stuart|Jeffery Roberson|Jeffrey Patrick Olson|Matthew Martin|J. Conrad Frank|Heklina|Elizabeth Clift|Mike Finn|Raja Gemini|Mark Sargent|Alpha Mulugeta|Ron Herman Symansky,English,407
Paranoia Tapes (2017), Horror,11/07/2017,USA,RATED,4.7,92,Paige Lauren Billiot|Kasey Connolly|Autumn Duncan|Nicola Fiore|Kelly Garni|Trae Ireland|Ava Justin|Nicole Kruex|Kelly LeBenger|Tamara Porter|Eric D. Rodriguez|Yesi Rodriguez|G. Paul Salvetti|Muhib Samad|Corey Taylor,English,1036
Valentine DayZ (2017), Horror,09/07/1905,USA,RATED,5.7,90,Dallas Valdez|Carrie Keagan|Robert Allen Mukes|Tatiana Romao|Diane Ayala Goldner|Kate Rees Davies|Johnny White|Dan Gruenberg|Curt Lambert|Aaron Kai|Christopher Blevins|Mattison Walker|Gary D. Lopez|Buddy Clements|John J. Tierney,English,1256
Voodoo Possession (2014), Drama| Horror| Mystery,14/01/2014,USA,UNRATED,2.4,94,Danny Trejo|Ryan Caltagirone|Kerry Knuppe|David Thomas Jenkins|Treva Etienne|Tomas Boykin|Nancy La Scala|Abe Spigner|Catherine Haena Kim|Marie-Françoise Theodore|Sloane Morgan Siegel|Gabe Eggerling|Dominic Conti|Darius Devontaye Green|Ama Amoafo-Yeboah,English,1217
Diane (2017), Crime| Drama| Horror| Mystery| Thriller,28/10/2017,USA,RATED,5.6,82,Jason Alan Smith|Carlee Avers|Margaret Rose Champagne|Dick Boland|Jim Thalman|Doug Tompos|Ryan Barry McCarthy|Davis Mikaels|Kathy Searle|Sewell Whitney|Kathrine Barnes|Bob Bannon|Daniel F. Patterson|Thomas K. Delson|Kimbette Fenol,English,1634
Entrance (2012), Drama| Horror| Thriller,18/05/2012,USA,NOT RATED,4.8,83,Suziey Block|Karen Baird|Farley Burge|Karen Gorham|Joshua Grote|Florence Hartigan|Bennett Jones|Liesel Kopp|Jonathan Margolis|Patrick McPheron|Morgan Phalen|Tim Wilson|Peter Wulff,English,912
7th and Westlake: Nino's Revenge (2017), Horror,31/10/2017,USA,RATED,4.1,90,Omar Gooding|Samuel Monroe Jr.|Dashun Woodard|Richard Baker|Francisco Vargas|Shavonne Martin|Jackie Huang|Jermayne Deshon Carr|Michael H Royal|Carlene Corsey|Nakea Brown|Charles Wiseman|Aman Royal|Henry Williams|Jeffrey Bryant,English,133
1920: Evil Returns (2012), Drama| Horror| Romance,02/11/2012,India,RATED,4.9,124,Vicky Ahuja|Tia Bajpai|Sharad Kelkar|Vidya Malvade|Naresh Sharma|Aftab Shivdasani,Hindi,415
308 (2013), Horror| Mystery| Thriller,05/06/2013,Indonesia,RATED,6.8,90,Shandy Aulia|Denny Sumargo|Kartika Putri|Ki Kusumo|Sylvia Fully|Gilang Dirgahari|Kimberly Ryder|Marcell Domits|Yafi Tesa Zahara|Deasy Akmal|Firman Servia|Yuzar Nazaros|Nadira Kusuma|Winindya Chasanovri|Panji Komara,Other,938
Stab 7: Knife of the Hunter (2013), Comedy| Horror| Thriller,31/10/2013,USA,RATED,7.4,90,Joshua Patrick Dudley|Tajoura Davis|Rachel Alexandria Arnold|Stephanie Maheu|Patrick Stewart|Alisha Winslow|Robert Doe|Mandi Russell|Michael Benoit|Lindsey Klossner|Ryan Salvato|Bri Mckenney|Leila Bafageeh|Anthony Rainville|Cherry Clavette,English,1939
Deep Sleep (2013), Horror| Thriller,27/10/2013,USA,NOT RATED,4.8,67,Luciano Onetti|Daiana García|Silvia Duhalde,Italian,672
The Eyes Diary (2014), Horror| Romance,30/10/2014,Thailand,RATED,5.4,90,Prama Immanothai|Focus Jirakul|Chonnikan Netjui|Kittisak Patomburana,Hindi,1333
The Sea Serpent (1985), Adventure| Horror,29/06/2015,USA,RATED,3.5,92,Timothy Bottoms|Taryn Power|Jared Martin|Ray Milland|Gérard Tichy|Carole James|Jack Taylor|León Klimovsky|Miguel de Grandy|Paul Benson|Charly Bravo|Víctor Israel|José Canalejas|Eduardo Bea|Teresa del Olmo,English,1911
My Boo (2013), Horror,01/04/2013,USA,RATED,4.3,78,Eboni Deberry|Ashlee McLemore|Revon Yousif,English,1387
Don't Look (2017), Horror,09/07/1905,USA,RATED,4.9,71,Luciana Faulhaber|Jeff Berg|Hailey Heisick|Jarrod Robbins|Lindsay Eshelman|Curtis K Case|Javier E. Gómez|Daniel Pappas|Gary Gibson|Bella Plotkin|Preston Eshelman|Cortney Bressler,English,1528
Bhoot Returns (2012), Horror| Mystery| Thriller,12/10/2012,India,RATED,2.5,85,J.D. Chakravarthi|Madhu Shalini|Alayana Sharma|Nitin Jadhav|Bharat Ganeshpure|Manisha Koirala,Hindi,1012
Calling Bell (2015), Horror,21/03/2015,India,RATED,8.9,90,Jeeva|Vriti Khanna|Kishore|Mamatha Rahuth|Ravi Verma,Other,781
A Vampire's Tale (2009), Horror| Western,17/10/2012,UK,RATED,3.1,90,Doug Bradley|Rita Ramnani|Jonnie Hurn|Natalia Celino|Grace Vallorani|James Fisher|Scott North|Yoram Halberstam|Victoria Broom|Jason Croot|Aj Williams,English,1255
Clash of the Dead (2015), Horror,05/07/2016,USA,RATED,3.3,80,Philip Barantini|Robert Bladen|Kacey Clarke|Kyle Frank|Marco Gambino|Wendy Glenn|Ovidiu Lapusneanu|Davide Manganelli|Aidan O'Callaghan|Ray Panthaki|Ben Shafik|Eva Solveig|Samuel Vaughan|Sam Wilkinson,English,906
Den of Darkness (2016), Horror| Thriller,20/02/2016,USA,NOT RATED,3.4,91,Monika Tilling|Eric Giancoli|Mackinlee Waddell|Ada Luz Pla|David Novak|Emily Gilliam|Mary Bonney|Danielle Lester|Lauren Manix|Asa Hope,English,1517
The Moleman of Belmont Avenue (2013), Comedy| Horror,10/09/2013,USA,NOT RATED,5.3,90,Justin DiGiacomo|Mike Bradecich|John LaFlamboy|Nicholas Barron|Cat Bernier|Brian Boland|Paul Clayton|Dana DeLorenzo|Robert Englund|Dina Facklis|Noah Gregoropoulos|Greg Hollimon|T.J. Jagodowski|Dan Jessup|Tim Kazurinsky,English,1811
Blind Sun (2015), Horror| Mystery,20/04/2016,France,RATED,5.6,88,Ziad Bakri|Mimi Denissi|Louis-Do de Lencquesaing|Yannis Stankoglou|Laurène Brun|Gwendoline Hamon|Yiorgos Gallos|Theodoros Kandiliotis|Andreas Marianos|Sarah Krebs|Adrian Dannatt|Vangelis Papatzanakis|Giorgos Siolas|James Velaise,French,1448
HazMat (2013), Horror| Thriller,11/03/2014,USA,NOT RATED,3.8,80,Norbert Velez|Aniela McGuinness|Todd Bruno|Gema Calero|Giordan Diaz|Tom Stedham|Daniela Larez|Reggie Peters|Mario Nalini|Dennis Spain|Brandi Rudicil|Massiel Checo,English,1263
Elliot (2017), Fantasy| Horror| Sci-Fi,09/07/1905,USA,RATED,2.5,90,Julia Berkowitz|Joshua Coffy|Geoffrey Colburn|Robert Pristine Condition Gammel|Craig Jacobson|Stefano Lima|Matthew Macowski|Anna Muravitskaya|Phoebe Osborne|Anthony A. Russell|Cassandra Sechler|Jay Sosnicki|Rachel Toups,English,119
Dogged (2017), Horror,09/07/1905,UK,RATED,4.8,116,Jo Southwell|Debra Leigh-Taylor|Tony Manders|Richard Rowntree|Caroline Holmes|Rosemary Smith|Alex Lubbock|Sam Saunders|Abigail Halley|Nadia Lamin|Toby Wynn-Davies|Ashton Bell|Aiysha Jebali|Charlotte Bourne|Gregory A. Smith,English,450
Siyaah.. (2013), Horror| Thriller,15/03/2013,Pakistan,RATED,6.7,90,Ahmed Ali Akbar|Hareem Farooq|Qazi Jabbar|Sofia Wanchoo Mir|Aslam Rana|Rizwana|Amy Saleh|Sarwar Salimi|Mahnoor Usman,Other,1619
The Lurking (2015), Horror,10/12/2015,USA,NOT RATED,6,61,Shayne White,English,1338
La Petite Mort II (2014), Horror| Thriller,14/09/2014,Germany,RATED,3.6,90,Annika Strauss|Yvonne Wölke|Mika Metz|Micaela Schäfer|Gabriela Wirbel|Nicole Neukirch|Isabelle Fitzgerald|Bea La Bea|Ivana Konovic|Armin Barwich|Linda Mueller|Nicole Lauer|Kai Plaumann|Sebastian Rausenberger|Mario Zimmerschitt,German,340
Hotel de Sade (2013), Drama| Horror| Thriller,04/12/2013,Taiwan,RATED,4.3,100,Fish Chaar|Laura Kee|William Lawandi|Joanne-Marie Sim|Nigel Tan|Debra Teng|Vivienne Tseng,Chinese,1848
Brutal (2014), Action| Drama| Horror| Sci-Fi| Sport,05/01/2014,USA,RATED,2.9,90,Morgan Benoit|Jeff Hatch|David Mattey|Renata Green-Gaber|Stacy Jorgensen|Mario Kenyon|Christina Brooks|Collin Armstrong|Gary Backlund|Eric Bivoino|Jim Fath|Andrew Flaherty|Daniel Headecker|Michelle Kenyon|Keith Kowalczyk,English,584
Hitler Lives! (2017), Horror,01/06/2017,USA,RATED,5.5,90,Morte|Chris Sadrinna|Jay Katz|John Boxer|Herbert Peppard,English,1473
Not Another Zombie Movie....About the Living Dead (2014), Action| Comedy| Horror,31/10/2014,USA,RATED,5.4,79,Jay Davis|Harold Dennis|Will Cummings III|Calvin Evans|Jackie Dallas|Steven James Price|Janasia Adams|Deanna Adijun|Sean Albert|Bonniejean Alford|Abigail Almer|Nance Almer|Elizabeth Alvarado|Yesenia Betty Boop Alvarez|Patrycja Andruszewsk,English,1854
Grindsploitation 2: The Lost Reels (2016), Horror,31/10/2016,USA,RATED,7.3,90,Tymisha 'Tush' Harris|Wednesday Alice Edrie|Rusty Apper|Kimberly Bada|James Baglini|Mahfam Barikbin|Clint Beaver|Lilith Beest|Melissa Blaner|Marv Blauvelt|Scott Dezrah Blinn|Rachel Leah Blumenthal|John P. Brennan|Johanna Brüel|Sophia Cacciola,English,809
Billy's Got a Bad Brain (2017), Comedy| Horror| Sci-Fi,15/10/2017,USA,NOT RATED,3.1,76,Jennifer Ashley Snow|Helen Keaney|Marvin Laviolette|Tony Gaud|Aniria Turney|John Jacobs|Lynn Single|Jim Quinlan|Ty-Tiana Stephens|Jeff Lluis|Kobe Stephens|Amanda Stewart|Clark Brooks|Ashley Mostoller|Rio Paris,Other,709
Attila (2013), Action| Horror| Thriller,31/12/2013,USA,NOT RATED,1.9,85,Cheick Kongo|Chris Conrad|Mikayla S. Campbell|M. Steven Felty|Phillip Andre Botello|Xin Sarith Wuku|Poncho Hodges|Steve Hanks|Andria Kozica|J. Kristopher|Emmanuel Itier|Roxanna Bina|Bill Voorhees|Tre Ryan|Matt Kriger,English,593
Vilsen (2016), Action| Crime| Drama| Horror| Thriller,17/10/2016,Sweden,RATED,6.4,90,Göran Sjögren|Alexandra Zetterberg|Christian Kinell|Yohanna Idha|Kjell Wilhelmsen|Johan Gry|Lars Väringer|Margareta Strand|Alexandra Alegren|Christoffer Aro|Ralf Beck|Milla Bergh|Urban Bergsten|Erik Bolin|Stefan Cronwall,Other,1294
Ghost (2012), Horror,13/01/2012,India,RATED,2.3,118,Shiney Ahuja|Sayali Bhagat|Julia Bliss|Tabrez Khan|Bijayata Pradhan|Datta Rahul|Deep Raj Rana|Gulshan Rana|Tej Sapru|Sandeep Soparrkar,Hindi,1567
Skookum: The Hunt for Bigfoot (2016), Horror,01/12/2016,USA,RATED,5.3,100,Paul Logan|Ashton Leigh|Dianna Renée|Shane Dzicek|Jeffrey Meldrum|Tom Malloy|David Joseph Martinez|Mike Wooley|Glynn Praesel|Rich Rossi|Josiah Cerio|Brooke Fontana|Nikki Wells|Michael Power|Ginger Cerio,English,1252
Beautiful Prison (2016), Drama| Horror| Romance| Thriller,12/07/2016,USA,RATED,4.4,83,Mónica Almanza|Valentina Arnold|Kristen Barrett|Benjamin Chamberlain|Ernesto D'Alessio|Leila Garza Stockwell|Liam Matthews|Caleb Pope|Jason Riley|Kaelin Stockwell|Isabel Zittel,English,1595
Willa (2012), Drama| Horror| Romance,28/06/2013,USA,RATED,6.4,82,Theodore Bouloukos|Gregory M. Brown|Jane Brown|Felix Flores|Jennifer Fouche|Sara Hogrefe|Susan Kirby|Barbara Linton|Amanda Marklin|Erik Jordan Meyers|Clayton Watson|Licia James Zegar,English,626
Exit to Hell (2013), Action| Horror| Thriller,05/11/2013,USA,RATED,3.4,81,Kane Hodder|Tiffany Shepis|Dan Higgins|Jason Spisak|Owen Conway|Dustin Leighton|Taryn Maxximillian Dafoe|Rena Riffel|Shane Stevens|Jose Rosete|Shane Dean|Esther Goodstein|Tommy Wojtas|Michael Harrelson|Noah Todd,English,1605
Kimmy Dora and the Temple of Kiyeme (2012), Comedy| Horror,13/06/2012,Philippines,RATED,6.4,105,Eugene Domingo|Ariel Ureta|Dingdong Dantes|Zanjoe Marudo|Miriam Quiambao|Moi Marcampo|Mura|Phillip Nolasco|Alodia Gosiengfiao|Ryan Bang|Kiray Celis|Jun Lalin|Geraldine Villamil|The Dog Mikky|Chul-bang Doo,Filipino,1452
Home Video (2015), Horror,15/10/2015,USA,RATED,2.3,80,Alana Chester|Paul Cross|Tomas Decurgez|Sherry Driggs|Steve Jacques|Sophia Louisa|Jim Marshall|Tom McLaren|David Mendoza|Cara O'Brien|Phil Pierce|Art Roberts|Dean Testerman|Jovita Trujillo,English,1940
RIP (2017), Comedy| Horror,12/10/2017,Spain,RATED,8.7,16,Itziar Castro|Olga Pey|Josep Maria Riera|Boris Ruiz|Carme Sansa,Spanish,1557
Lady Belladonna's Night Shades (2016), Comedy| Horror,01/09/2016,USA,RATED,5.6,88,Tawnya Bass|Jack Lutz|Donny Prosise,English,1663
E19 Virus (2017), Horror,16/06/2017,UK,RATED,2.4,90,Josh Elliott Pickel|Marcia Aime|Robert Arensen|Audra Balewski|Alan Bendich|Kearsten Bloomer|Pete Bonczek|Karen Bowan|Tiffany Browne-Tavarez|Erica Bryniczka|Carla Cheesman|Joseph Ciminera|Geni P. Collet|Vincent Comacho|Larry Costa,English,1834
The Curse of Doctor Wolffenstein (2015), Horror,28/02/2015,Germany,UNRATED,5.1,90,Isabelle Aring|Anja Becker|Jack van Cuusen|Robin Czerny|Roland Freitag|Oliver Krekel|Stephanie Meisenzahl|Mika Metz|Klaudia Pawluk|Julia Stenke|Mario Zimmerschitt|Vinylistic B. Babe|Catherine Lacroix|Ewald Der|Lucy,German,1083
I Spill Your Guts (2012), Horror| Thriller,01/04/2012,USA,NOT RATED,2.5,90,Billy Walsh|Carmine Capobianco|James Balsamo|Lloyd Kaufman|Andrew W.K.|Lynn Lowry|Tim Ritter|Caleb Emerson|Donald Farmer|Joe Fleishaker|Dave Brockie|Jonathan Rechner|Frank Mullen|Rick Jimenez|Dan E. Danger,English,1845
"Gangsters, Guns & Zombies (2012)", Comedy| Horror,11/12/2012,USA,RATED,3.9,88,Vincent Jerome|Huggy Leaver|Fabrizio Santino|Cassandra Orhan|Charlie Rawes|Frank Rizzo|Jennie Lathan|Simon Mathews|Josh Myers|Sharon Lawrence|Siobhan Callas|Chris Manning-Perry|Rory Auskerry|Phil Mercer|Dave Skirbeck Bedford,English,160
The Slashening (2015), Comedy| Horror,07/07/1905,USA,NOT RATED,4.2,82,Anna Callegari|Sam Reece|Elyse Brandau|Lily Du|Dana Clinkman|Patrick Foy|Billy Bob Thompson|Langan Kingsley|Dan Hodapp|Dan Chamberlain|Frank Garcia-Hejl|Jesse VandenBergh|Amber Sophia Nelson|Jim Santangeli|Douglas Widick,English,806
Dark Roads 79 (2017), Horror,14/01/2017,USA,RATED,6.7,90,Bill Moseley|Eddie George|Libby Blanton|Jessica Sonneborn|Jimmy Dempster|Chase Smith|Ted Parker|April Bogenschutz|David A. Flannery|Ramona Mallory|Austin Freeman|Lance Paul|Richard Krevolin|Chance Kelley|Jennifer Masty,English,777
Everyone Must Die! (2012), Horror,23/09/2012,USA,RATED,4.6,71,Nicole Beattie|Erica Benda|Rebecca Campbell|Dan Christmas|Ben Dietels|Seth Gontkovic|Aleen Isley|Nick LaMantia|Scott Lewis|Clifford Lynch|Stephanie Michael|Michael Molinaro|Monique Odom|Derek Rothermund|Steve Rudzinski,English,1557
The Haunting of Ellie Rose (2015), Horror,05/10/2015,UK,RATED,2.7,80,Lucy Benjamin|Alexandra Moen|Bill Ward|Kika Mirylees|Brandon Francis|Tim Major,English,34
Ice Cream (2014), Horror| Thriller,12/07/2014,India,RATED,4.6,144,Tejaswi Madivada|Navdeep|Sandeepthi,Other,855
Bayou Ghost Story (2017), Drama| Horror| Mystery| Thriller,18/04/2017,USA,RATED,4.2,73,Andrew Panzarella|Jared Fleming|Armand Petri|Cheryl Gautier|Chris Fontenot Jr.|Kerry Kelly Gridley|Evette Randolph|Emily Russell|Patrick Calabrese|Sam Furman|Hailey Chown|Tiray Dove|Alexander Burgos|Shirley Tregre|Denise Lambert,English,1871
Hazard Jack (2014), Horror,13/05/2014,USA,NOT RATED,2.7,82,Amanda Maddox|Kevin James Sporman|Alison Lani|Macauley Gray|Jason O'neil Hudson|Aimee Bello|Zachary Meyer|Deanna Meske|Josh Jacques|Jeremy Ebenstein|Ashley Walsh|Daniel Rivera|Joe Orrach|Shaun Hart|Matthew Plueger,English,1917
The Cutting Room (2015), Horror,01/06/2015,UK,RATED,3.9,75,Parry Glasspool|Lucy-Jane Quinlan|Lydia Orange|TJ Herbert|Jason Rhodes|Mkaya Carrigan|Louisa Adams|Sam Chittenden|Andromeda Godfrey|Neil James|Emily Jayne|Roger O'Hara|Karen Boniface|Rick Roberts|Michaela Eades Twaits,English,1978
Good Tidings (2016), Horror| Thriller,06/12/2016,USA,RATED,3.9,99,Colin Murtagh|Stu Jopia|Wensday Pain|Jonny Hirst|Steve Sears|Debbey Clitheroe|Neil Gallagher|Garry McMahon|Giovanni Gentile|Alan Mulhall|Mark Crellin|Marcella Hazell|Amanda Robertshaw|Andrew Oyeneyin|Claire Crossland,English,1243
A House Is Not a Home (2015), Horror| Thriller,07/09/2015,USA,RATED,4.1,87,Gerald Webb|Bill Cobbs|Richard Grieco|Eddie Steeples|Diahnna Nicole Baxter|Aurora Perrineau|Melvin Gregg|Tanya Giang|Wesley Waite|Addy Ray|Naomi Griffin|Howie Walfish,English,231
Cementerio General 2 (2016), Horror,08/10/2016,Peru,RATED,3.1,87,Miguel Arce|Attilia Boschetti|Mathías Brivio|Ismael Contreras|Claudia Dammert|Macarena Piana|Matías Raygada|Marcello Rivera|Hernán Romero|Leslie Shaw|Pietro Sibille|Micheille Soifer|Edgar Vivar|Milene Vásquez,Spanish,1039
Reminiscence: The Beginning (2014), Horror| Romance| Thriller,01/06/2014,Turkey,NOT RATED,6.4,100,Özlem Begtas|Fatih Güler|Sefika Karaaslan|Serhat Karaaslan|Akçay Karaazmak|Yasar Karaazmak|Michaela Rexova|Levent Turan|Naz Turan|Ilkay Özyigit,English,329
Lost Lake (2012), Horror| Thriller,13/11/2013,Germany,RATED,3.4,85,Ezra Buzzington|Katie Keene|John Shartzer|Pat McNeely|Kimberly Stewart|Chris Hammel|Sherry Weston|Brian Dullaghan|Andy Ledesma,English,1725
The Blood Harvest (2016), Horror,25/01/2016,UK,RATED,3.7,90,Alan Crawford|Rachael Galloway|Griffin Madill|Matthew McCreary|Robert Render|Liam Rowan|Rachael Stewart|Jean-Paul Van der Velde,English,642
Jake's Road (2017), Action| Horror| Thriller,23/09/2017,USA,NOT RATED,4,85,Eric Roberts|Garrett Hines|Leticia Jimenez|Patrick Flanagan|Tim Bell|Mike Mayhall|Ashton Leigh|Miles Doleac|Taryn Terrell|Kristin Samuelson,English,1716
Apostle of Dracula (2012), Horror| Mystery,08/08/2017,USA,RATED,5.5,90,Javier Caffarena|Antonio Del Río|Francisco Del Río|Paul Lapidus|Nathalie Legosles|Jose Luis Matoso|Virginia Palomino,Spanish,1262
Bodies (2016), Horror,05/05/2016,USA,RATED,4.5,98,Joe Bocian|Brian Landis Folkins|Jenice Marshall|Tessa Baldwin|Brit Cormack|Ashley Davis|Katelynn Derengowski|Katy Grant|Kaitlyn 'KJ' Jaffke|Randen Kelly|Mia Klosterman|Don-John Kulish|Cassie Leal|Greg Maloney|Candace Maxwell,English,84
9 Days (2013), Comedy| Horror| Romance,28/05/2013,USA,NOT RATED,3.7,83,Maura Murphy|Chris Schleicher|David Alan Graf|Alison Sieke|Elizabeth Lawrence|Simone Frajnd,English,1340
Diggeri (2016), Horror,11/08/2016,Russia,RATED,4,80,Roman Evdokimov|Alena Savastova|Anna Vasileva,Russian,995
Wild Men (2017), Adventure| Comedy| Horror,07/02/2017,USA,RATED,6.9,90,Zack Abramowitz|Alexander Stine|Erin Anne MacDonald|James Rich|Joshua Michael Payne|Rica de Ocampo|Randolph Hubard|Sarah Grace Sanders|Richard Nwaoko|Chaka Desilva|Jon Savoy|Claudine Quadrat|Alex Valderana|Jamal Hodge|Theodore Bouloukos,English,270
The Man in the Orange Jacket (2014), Horror| Mystery| Thriller,27/02/2015,Latvia,RATED,5.1,71,Anta Aizupe|Maxim Lazarev|Aris Rozentals,Other,1549
The Legend of Wasco (2015), Horror,15/12/2015,USA,NOT RATED,2.8,81,Jason Crowe|Dan Nye|Jessica Schroeder|Arthur Cullipher|Shane Beasley|Kirk Chastain|Kate Braun|Ellie Church|Jennifer Lee|Kelsey Carlisle|Matt Keeley|Robert Aaron Mitchell|Phyllis Munro|Sheri Darling|Scott Maus,English,1955
Red Rain (2013), Horror| Sci-Fi,06/12/2013,India,RATED,6.8,101,Andrea Fortis|Sergio Kalei|Leona Lishoy|Narain|Rubia|Sachin Sadasivan|Adinad Sasi|Shari|Mohan Sharma|Tini Tom|Munshi Venu|Vishnu Warrier,Other,95
